timestamp,open,high,low,close,volume
1672531200,16537.5,16538,16534.3,16538,170.576
1672531260,16538,16538,16534.9,16534.9,44.287
1672531320,16534.9,16535,16531.3,16531.4,100.228
1672531380,16531.4,16531.4,16526.6,16526.9,317.879
1672531440,16527,16529.3,16523,16529.2,211.281
1672531500,16529.2,16531.3,16529.2,16531.3,36.271
1672531560,16531.4,16533.4,16529.9,16532.2,60.437
1672531620,16532.2,16533.6,16529.9,16530,49.905
1672531680,16530,16530,16523.7,16523.7,61.134
1672531740,16523.7,16523.8,16519,16521.5,113.78
1672531800,16521.4,16524.4,16518.1,16521.3,123.161
1672531860,16521.3,16522.9,16521.3,16522.8,47.8
1672531920,16522.9,16522.9,16518,16518,60.651
1672531980,16518.1,16519.6,16517.4,16519.6,62.451
1672532040,16519.6,16520.1,16517.4,16517.4,60.039
1672532100,16517.4,16521.3,16517,16517,158.191
1672532160,16517.1,16517.1,16513.4,16513.4,138.702
1672532220,16513.4,16517.4,16513.4,16517.4,79.924
1672532280,16517.4,16525.9,16517.3,16525.8,113.295
1672532340,16525.9,16533.4,16525.8,16530.1,157.302
1672532400,16530.2,16533.3,16530.1,16533.3,41.495
1672532460,16533.3,16534.9,16533.2,16534.8,74.197
1672532520,16534.8,16536.1,16530.2,16530.3,78.473
1672532580,16530.3,16536.7,16530.2,16536.6,78.161
1672532640,16536.7,16536.7,16531.8,16531.8,50.586
1672532700,16531.8,16536.4,16531.8,16536.4,40.002
1672532760,16536.3,16539,16535,16537.7,146.843
1672532820,16537.7,16540.9,16537.6,16540.8,51.426
1672532880,16540.9,16540.9,16540.8,16540.8,51.104
1672532940,16540.8,16540.9,16539.3,16539.4,53.153
1672533000,16539.3,16539.4,16533,16533.1,125.061
1672533060,16533.1,16533.1,16532,16532,35.138
1672533120,16532.1,16532.1,16528.3,16528.4,45.063
1672533180,16528.3,16528.3,16526.1,16526.1,107.419
1672533240,16526.1,16526.2,16517.5,16521.8,126.384
1672533300,16521.7,16523.5,16517.7,16518.8,131.506
1672533360,16518.7,16520.2,16511.1,16514.9,279.451
1672533420,16514.9,16514.9,16504,16511.1,301.574
1672533480,16511.1,16516.2,16510.1,16514.4,143.415
1672533540,16514.3,16521.9,16514.3,16521.9,104.996
1672533600,16521.8,16521.9,16520.4,16520.5,52.935
1672533660,16520.4,16520.5,16511,16511.1,94.405
1672533720,16511,16511.6,16510.3,16511.5,82.062
1672533780,16511.5,16513.7,16511.5,16513.6,60.075
1672533840,16513.6,16519.8,16513.6,16514.4,117.335
1672533900,16514.5,16516.9,16513.9,16516.8,79.838
1672533960,16516.9,16520.1,16516.8,16520.1,97.668
1672534020,16520,16527,16520,16526.9,65.471
1672534080,16527,16529.6,16526.9,16529.5,70.139
1672534140,16529.6,16533.1,16528.3,16528.3,109.303
1672534200,16528.3,16528.4,16525.1,16525.2,76.942
1672534260,16525.1,16525.2,16525.1,16525.1,28.16
1672534320,16525.1,16525.2,16525.1,16525.1,25.368
1672534380,16525.2,16525.2,16525.1,16525.2,11.968
1672534440,16525.2,16529.1,16525.1,16529.1,27.414
1672534500,16529.1,16529.1,16529,16529.1,8.759
1672534560,16529.1,16530.7,16529,16530.6,21.059
1672534620,16530.7,16532.7,16530.6,16531.3,55.544
1672534680,16531.4,16531.4,16528.1,16528.2,31.117
1672534740,16528.2,16528.2,16527,16527,33.096
1672534800,16527.1,16527.1,16524.1,16524.1,77.918
1672534860,16524.1,16527.7,16524.1,16527.7,87.55
1672534920,16527.7,16532.5,16527.6,16532.4,72.13
1672534980,16532.4,16534,16531.9,16532.1,84.667
1672535040,16532.1,16532.1,16527.6,16529.6,91.297
1672535100,16529.6,16529.6,16529.5,16529.5,7.829
1672535160,16529.6,16531.3,16529.5,16531.2,49.109
1672535220,16531.3,16534.3,16531.2,16534.3,62.433
1672535280,16534.3,16534.3,16534.2,16534.3,21.697
1672535340,16534.2,16537.9,16534.2,16537.9,91.874
1672535400,16537.9,16539,16537.8,16538.9,42.555
1672535460,16538.9,16539,16538.9,16538.9,34.996
1672535520,16539,16539,16535.3,16535.4,88.116
1672535580,16535.4,16538.6,16535.3,16538.6,61.606
1672535640,16538.6,16538.6,16537.2,16537.3,62.102
1672535700,16537.2,16537.3,16537.1,16537.2,10.458
1672535760,16537.1,16537.2,16533.2,16533.2,36.241
1672535820,16533.3,16533.3,16532.5,16532.6,36.708
1672535880,16532.5,16533.7,16532.5,16533.6,15.888
1672535940,16533.7,16534.8,16533.6,16534.8,16.179
1672536000,16534.7,16534.8,16534.7,16534.7,23.949
1672536060,16534.8,16534.8,16533,16533,37.047
1672536120,16533,16533.1,16532.5,16532.6,29.543
1672536180,16532.6,16532.6,16528.6,16529,114.025
1672536240,16528.9,16534.4,16528.9,16534.3,42.02
1672536300,16534.4,16534.4,16533.5,16533.6,32.019
1672536360,16533.6,16533.6,16532.9,16532.9,15.081
1672536420,16533,16533,16530.1,16530.2,46.507
1672536480,16530.1,16530.2,16530,16530.1,39.888
1672536540,16530,16530.1,16530,16530.1,26.424
1672536600,16530.1,16530.1,16529.9,16529.9,14.628
1672536660,16529.9,16529.9,16527.9,16529,67.275
1672536720,16528.9,16529,16528.9,16528.9,15.396
1672536780,16529,16529,16528.9,16528.9,11.732
1672536840,16529,16529,16528.3,16528.3,23.858
1672536900,16528.4,16531.3,16528,16531.3,108.838
1672536960,16531.4,16536.9,16531.4,16532.7,67.92
1672537020,16532.7,16532.7,16532.4,16532.5,23.702
1672537080,16532.4,16532.5,16532,16532.1,74.354
1672537140,16532,16532.1,16531.9,16532,14.112
1672537200,16531.9,16537.3,16530.7,16536.1,116.799
1672537260,16536.2,16538,16536.1,16538,29.884
1672537320,16538,16538.6,16537.3,16537.3,44.01
1672537380,16537.4,16537.4,16537,16537,24.85
1672537440,16537,16537.1,16535.4,16535.5,15.115
1672537500,16535.5,16536.7,16535.1,16536.7,54.299
1672537560,16536.7,16539,16536.6,16538.9,30.022
1672537620,16539,16540,16538.9,16539.9,69.224
1672537680,16539.9,16539.9,16539.6,16539.7,28.382
1672537740,16539.6,16543,16539.6,16543,52.534
1672537800,16542.9,16544,16542.9,16544,36.406
1672537860,16544,16545.7,16543,16543,107.814
1672537920,16543.1,16543.1,16540.6,16540.6,42.806
1672537980,16540.6,16543.2,16540.6,16543.1,24.125
1672538040,16543.2,16544.1,16543.1,16544.1,33.26
1672538100,16544.1,16545.7,16544,16545.7,69.982
1672538160,16545.7,16549.9,16545.6,16549.8,92.913
1672538220,16549.9,16554.3,16549.9,16552.6,310.912
1672538280,16552.6,16553.9,16550,16551.5,104.142
1672538340,16551.4,16551.5,16550.4,16550.4,43.676
1672538400,16550.5,16550.5,16542.1,16542.1,93.832
1672538460,16542.1,16545,16542,16544.9,115.37
1672538520,16544.9,16545,16544,16544,39.894
1672538580,16544,16544.1,16541.1,16541.1,32.6
1672538640,16541.2,16541.2,16541.1,16541.1,37.506
1672538700,16541.1,16541.2,16541,16541.1,15.259
1672538760,16541,16541.1,16541,16541,17.525
1672538820,16541,16541.1,16541,16541,33.404
1672538880,16541,16541.1,16541,16541.1,14.07
1672538940,16541,16541.1,16541,16541,16.801
1672539000,16541,16541.1,16541,16541,7.352
1672539060,16541,16541.1,16541,16541,26.805
1672539120,16541.1,16541.1,16540.6,16540.6,32.015
1672539180,16540.6,16540.7,16540,16540.1,28.086
1672539240,16540.1,16549.6,16540,16547,168.24
1672539300,16547,16549.6,16546.9,16549.6,43.724
1672539360,16549.6,16552,16549.5,16551.9,52.715
1672539420,16552,16552,16550.2,16550.8,58.542
1672539480,16550.8,16550.8,16550.3,16550.3,33.899
1672539540,16550.4,16550.4,16550.2,16550.3,15.022
1672539600,16550.3,16550.3,16550.2,16550.3,19.349
1672539660,16550.3,16550.3,16547.5,16547.5,42.14
1672539720,16547.5,16547.6,16546.8,16546.9,28.328
1672539780,16546.9,16546.9,16546.2,16546.3,68.113
1672539840,16546.2,16546.3,16544.3,16544.3,25.147
1672539900,16544.4,16544.4,16544.2,16544.3,26.801
1672539960,16544.2,16549,16544.2,16549,57.495
1672540020,16549,16549,16547.9,16548,21.178
1672540080,16547.9,16548.5,16547.9,16548.5,25.513
1672540140,16548.5,16551.9,16548.4,16551.9,70.645
1672540200,16551.9,16551.9,16551.7,16551.7,34.89
1672540260,16551.7,16551.7,16551.6,16551.6,29.757
1672540320,16551.7,16555,16551.6,16555,74.308
1672540380,16554.9,16556.8,16554.9,16556.8,59.426
1672540440,16556.7,16556.8,16556.1,16556.1,30.118
1672540500,16556.1,16557.1,16553.2,16553.3,99.021
1672540560,16553.2,16553.3,16551.2,16551.3,35.413
1672540620,16551.2,16551.3,16551.1,16551.1,35.468
1672540680,16551.2,16551.2,16550,16550,36.206
1672540740,16550,16550.1,16546.2,16546.2,62.993
1672540800,16546.2,16546.3,16542.5,16542.5,48.806
1672540860,16542.5,16542.5,16540.3,16540.3,69.063
1672540920,16540.3,16540.4,16540.2,16540.2,17.135
1672540980,16540.2,16540.2,16539.1,16539.1,36.385
1672541040,16539.1,16539.2,16535.3,16535.3,59.414
1672541100,16535.3,16539,16534.8,16539,87.074
1672541160,16538.9,16540,16538.9,16539.9,55.473
1672541220,16540,16541.7,16539.9,16541.7,28.834
1672541280,16541.6,16541.7,16541.6,16541.7,21.495
1672541340,16541.6,16541.7,16541.6,16541.6,11.734
1672541400,16541.6,16541.7,16541.6,16541.7,28.818
1672541460,16541.7,16541.7,16541.6,16541.7,24.834
1672541520,16541.7,16542.3,16541.6,16542.3,31.509
1672541580,16542.2,16542.3,16542.2,16542.2,14.17
1672541640,16542.3,16542.3,16542.2,16542.3,14.695
1672541700,16542.3,16542.3,16542.2,16542.2,6.977
1672541760,16542.3,16542.3,16542.2,16542.3,8.653
1672541820,16542.2,16542.3,16542.2,16542.3,13.364
1672541880,16542.3,16542.5,16542.2,16542.4,31.688
1672541940,16542.5,16542.5,16542.4,16542.4,24.577
1672542000,16542.5,16542.5,16526.8,16529.2,388.957
1672542060,16529.3,16529.3,16522.9,16527.4,312.452
1672542120,16527.4,16527.4,16519.5,16523.1,153.932
1672542180,16523.1,16524.6,16522.9,16523.6,65.206
1672542240,16523.7,16527.1,16523.6,16523.7,138.02
1672542300,16523.8,16524.9,16520.6,16524.8,133.922
1672542360,16524.9,16525.2,16524.8,16525.2,46.407
1672542420,16525.2,16526.9,16525.1,16526.9,32.662
1672542480,16526.9,16526.9,16526.8,16526.8,29.633
1672542540,16526.9,16526.9,16526.8,16526.8,13.091
1672542600,16526.9,16526.9,16526,16526,58.288
1672542660,16526.1,16526.1,16525.2,16525.2,23.181
1672542720,16525.2,16525.3,16525.2,16525.2,18.508
1672542780,16525.3,16525.5,16525.2,16525.4,55.251
1672542840,16525.5,16525.5,16525,16525,32.444
1672542900,16525,16525.1,16520,16520.6,89.044
1672542960,16520.6,16520.7,16520.6,16520.6,51.968
1672543020,16520.6,16520.7,16515,16515.1,183.998
1672543080,16515,16516.7,16515,16516.6,59.619
1672543140,16516.7,16516.7,16515,16515.6,76.685
1672543200,16515.5,16520.3,16515.5,16520.3,76.952
1672543260,16520.3,16522.1,16520.2,16522.1,26.915
1672543320,16522.2,16526.7,16522.2,16524,81.86
1672543380,16523.9,16525.5,16523.9,16524.4,57.983
1672543440,16524.3,16524.4,16523.7,16523.7,21.735
1672543500,16523.7,16523.7,16523.3,16523.4,24.239
1672543560,16523.4,16523.4,16523.3,16523.4,15.537
1672543620,16523.3,16524.6,16523.3,16524.6,46.337
1672543680,16524.5,16524.6,16523.3,16523.4,39.691
1672543740,16523.4,16523.9,16523.3,16523.8,15.136
1672543800,16523.8,16523.9,16523.8,16523.9,18.495
1672543860,16523.9,16523.9,16523.5,16523.5,23.826
1672543920,16523.5,16523.6,16523.5,16523.6,7.04
1672543980,16523.5,16527.2,16523.5,16527.2,42.363
1672544040,16527.2,16527.2,16527.1,16527.2,16.009
1672544100,16527.2,16527.3,16527.1,16527.2,29.007
1672544160,16527.3,16527.5,16527.2,16527.4,16.525
1672544220,16527.4,16527.8,16527.4,16527.8,40.149
1672544280,16527.8,16528.1,16527.7,16528,20.2
1672544340,16528,16531.8,16528,16531.8,58.652
1672544400,16531.7,16531.8,16529.1,16529.1,49.308
1672544460,16529.1,16529.2,16529.1,16529.1,7.37
1672544520,16529.1,16529.2,16529.1,16529.1,15.677
1672544580,16529.1,16529.2,16529.1,16529.2,29.895
1672544640,16529.2,16529.4,16529.1,16529.4,57.491
1672544700,16529.3,16529.4,16529.3,16529.3,16.981
1672544760,16529.3,16529.4,16527.3,16527.3,39.706
1672544820,16527.3,16527.4,16527.3,16527.4,11.882
1672544880,16527.3,16527.4,16526.7,16526.8,20.566
1672544940,16526.7,16527.3,16526.6,16527.2,42.527
1672545000,16527.3,16527.3,16526.6,16526.6,20.379
1672545060,16526.7,16526.7,16526,16526.1,26.034
1672545120,16526.1,16527.9,16526.1,16527.9,48.91
1672545180,16527.8,16527.9,16527.8,16527.9,11.518
1672545240,16527.9,16532.3,16527.8,16532.3,74.23
1672545300,16532.3,16532.3,16531.3,16531.4,35.529
1672545360,16531.4,16531.4,16531.3,16531.4,24.319
1672545420,16531.4,16531.4,16531.3,16531.4,5.533
1672545480,16531.3,16531.4,16529.2,16529.3,23.037
1672545540,16529.3,16529.3,16529.2,16529.3,11.669
1672545600,16529.2,16529.3,16528.1,16528.2,64.108
1672545660,16528.1,16528.2,16527.9,16527.9,17.76
1672545720,16528,16528,16527.8,16527.9,35.981
1672545780,16527.9,16530.4,16527.8,16529.5,87.207
1672545840,16529.6,16529.6,16528.5,16528.6,11.423
1672545900,16528.6,16528.6,16528.2,16528.3,19.083
1672545960,16528.3,16528.3,16527.8,16527.8,10.376
1672546020,16527.9,16527.9,16524.1,16524.1,56.335
1672546080,16524.1,16525,16522.6,16525,93.414
1672546140,16525,16525,16522.7,16522.7,55.098
1672546200,16522.6,16522.6,16522.1,16522.2,32.846
1672546260,16522.2,16522.2,16522,16522,28.808
1672546320,16522,16522.1,16522,16522.1,14.57
1672546380,16522.1,16522.1,16521.9,16522,7.991
1672546440,16521.9,16521.9,16520.2,16520.2,39.594
1672546500,16520.2,16520.3,16519.7,16519.7,48.347
1672546560,16519.8,16519.8,16519.7,16519.8,23.609
1672546620,16519.8,16523.6,16519.7,16523.6,146.635
1672546680,16523.6,16523.6,16523.5,16523.6,20.537
1672546740,16523.5,16523.6,16520.6,16523.6,99.953
1672546800,16523.6,16523.6,16518.6,16518.7,91.332
1672546860,16518.7,16518.7,16512,16516.3,226.875
1672546920,16516.3,16516.5,16513.8,16516.5,121.912
1672546980,16516.5,16517.5,16516,16516.5,70.007
1672547040,16516.5,16516.5,16514,16514.1,58.039
1672547100,16514,16514.1,16514,16514.1,35.756
1672547160,16514.1,16516.5,16514,16516.5,66.844
1672547220,16516.5,16517.2,16516.4,16517.2,25.889
1672547280,16517.1,16517.2,16517.1,16517.2,27.931
1672547340,16517.2,16517.2,16513.5,16513.6,102.835
1672547400,16513.5,16513.6,16513.5,16513.6,37.495
1672547460,16513.5,16513.5,16512.4,16512.4,59.419
1672547520,16512.4,16512.5,16512.4,16512.5,19.565
1672547580,16512.5,16513.9,16512.4,16513.9,69.083
1672547640,16513.8,16516.3,16513.8,16516.3,44.105
1672547700,16516.2,16518.4,16516.2,16518.4,63.809
1672547760,16518.4,16518.4,16518.3,16518.3,37.809
1672547820,16518.3,16518.4,16518.3,16518.4,25.828
1672547880,16518.4,16518.5,16518.3,16518.5,14.807
1672547940,16518.5,16519.7,16518.5,16519.7,19.675
1672548000,16519.6,16519.7,16519.6,16519.6,34.819
1672548060,16519.7,16519.8,16519.6,16519.8,12.814
1672548120,16519.8,16519.8,16519.7,16519.8,32.035
1672548180,16519.8,16519.8,16519.7,16519.7,18.368
1672548240,16519.8,16519.8,16515.2,16517.1,141.427
1672548300,16517.1,16517.2,16515.7,16515.8,51.266
1672548360,16515.7,16515.8,16515.1,16515.1,29.551
1672548420,16515.1,16515.2,16514.3,16514.4,39.167
1672548480,16514.3,16514.4,16514.2,16514.2,16.127
1672548540,16514.2,16514.3,16512.6,16512.7,35.114
1672548600,16512.6,16518.1,16512.6,16518.1,78.175
1672548660,16518,16520.7,16518,16520.7,80.731
1672548720,16520.7,16520.7,16513.9,16514,52.488
1672548780,16514.1,16514.1,16514,16514,42.245
1672548840,16514,16516,16514,16516,15.748
1672548900,16515.9,16516.5,16515.9,16516.5,23.6
1672548960,16516.5,16516.5,16514,16514.1,34.865
1672549020,16514,16514.1,16514,16514,24.981
1672549080,16514,16514.1,16514,16514.1,32.889
1672549140,16514,16517.8,16508.8,16517.8,221.854
1672549200,16517.8,16517.8,16517.7,16517.8,34.987
1672549260,16517.8,16517.8,16517.7,16517.7,29.441
1672549320,16517.8,16517.8,16517.7,16517.8,33.997
1672549380,16517.8,16518.3,16517.7,16518.3,29.097
1672549440,16518.3,16518.4,16518.2,16518.4,17.219
1672549500,16518.4,16518.5,16518.3,16518.5,21.475
1672549560,16518.5,16519.7,16518.4,16519.7,45.306
1672549620,16519.7,16519.7,16518.8,16518.9,81.435
1672549680,16518.8,16518.8,16515.3,16515.3,85.355
1672549740,16515.3,16517.3,16510.8,16510.9,292.708
1672549800,16510.8,16510.9,16509,16509,173.342
1672549860,16509,16511,16508,16508.4,220.099
1672549920,16508.3,16509.2,16508.1,16508.1,168.699
1672549980,16508.2,16511.8,16508,16511.8,72.248
1672550040,16511.7,16511.8,16511.7,16511.7,24.819
1672550100,16511.8,16511.8,16511.7,16511.7,16.472
1672550160,16511.8,16514.2,16511.7,16514.2,33.302
1672550220,16514.2,16515.4,16514.1,16515.4,72.429
1672550280,16515.4,16515.4,16515,16515,54.406
1672550340,16515,16515.1,16512.8,16512.8,39.749
1672550400,16512.6,16512.7,16511.7,16511.7,40.178
1672550460,16511.8,16511.8,16511.7,16511.8,17.474
1672550520,16511.7,16511.8,16509.6,16509.6,30.384
1672550580,16509.7,16509.7,16508,16508,51.304
1672550640,16508,16510.7,16508,16510.7,86.735
1672550700,16510.7,16511.7,16510.6,16511.7,38.159
1672550760,16511.6,16512.1,16511.6,16512,92
